id,field_id,content,answer,explanation,image
1,1,道路交通法の目的は、道路における危険を防止し、交通の安全と円滑を図り、交通によって起る障害の防止を図ことにある。,TRUE,道路交通法は、道路交通の基本となるもので、危険を防止し、交通の安全と円滑を図り、交通公害（障害）の防止を図るという目的があります。,
2,1,幼児を自動車に乗せるときは、病気などやむを得ない場合を除き、幼児の発育の程度に応じた形状のチャイルドシートを使用しなければならない。,TRUE,幼児を自動車に乗せるときは、幼児の体格に合ったチャイルドシートを使用しなければなりません。しかし、病気などやむを得ない理由がある場合は除かれます。,
3,1,二輪車は、手軽な乗であるから、半そでのシャツや半ズボンなどの軽装で乗車したほうがよい。,FALSE,二輪車を運転するときは、身体の露出がなるべく少なるよう、長そで長ズボンを着用して運転しましょう。,
4,1,道路交通法の目的の一つに「道路における危険を防止し、その他交通の安全と円滑を図る」というものがある。,TRUE,設問のとおりです。道路交通法には、「道路における危険を防止し、その他交通の安全と円滑を図る」という目的があります。,
5,1,やむを得ず携帯電を使用するときは、車を安全な場所に止めてから使用するようにする。,TRUE,設問のとおりです。走行中に携帯電話を使用してはいけません。,
6,1,シートベルトは、多少ねじれていても効果はかわらないので、気にしなくともよい。,FALSE,シートベルトは、ねじれて巻くとかえって危険になります。ねじれがないよう、正く着用しなければいけません。,
7,1,二輪車の乗車用ヘルメットは、ＰＳ（Ｃ）マークやＪＩＳマークなどのついた安全なものを使用する。,TRUE,ＰＳ（Ｃ）マークやＪＩＳマークなどのついた乗車用ヘルメットを使用しましょう。,
8,1,車を運転する場合は、ただ単に運転ができればよいというものではなく、まわりの歩行者や車の動きに注意し、相手の立場にたって思いやりの気持を持つことが必要である。,TRUE,車を運転するときは、譲り合いと思いやりの気持をもつようにしましょう。,
9,1,自動車に６歳未満の幼児を乗せて運転するときは、チャイルドシートを使用して、できるだけ後部座席に乗るのが安全である。,TRUE,６歳未満の幼児を自動車に乗せるときは、チャイルドシートを使用し、できるだけ後部座席に乗せましょう。,
10,1,運転に自信があれば、車を運転中に携帯電話を使用してもよい。,FALSE,運転中に携帯電話を使用してはいけません。,
11,1,シートの前後の位置は、クラッチを踏み込んだとき、ひざがまっすぐに伸びた状態に合わせるとよい。,FALSE,シートの前後の位置は、クラッチを踏み込んだとき、ひざがわずかに曲がる程度に調節します。,
12,1,運転者はやむを得ない理由がある場合を除き、後部座席にシートベルトを装着しない者を乗せて運転してはならない。,TRUE,設問のとおりです。しかし負傷や病気、妊娠中などやむを得ない理由がある場合は除かれます。,
13,1,二輪車の乗車用ヘルメットは、工事用の安全帽でもよい。,FALSE,二輪車の乗車用ヘルメットは、ＰＳ（Ｃ）マークかＪＩＳマークのついたものを着用しなければなりません。工事用ヘルメットは、乗車用ヘルメットではありません。,
14,1,夜間、運転中に眠気を感じたら窓をあけて新鮮な空気を入れ、少しでも眠くなったら安全な場所に車を止め、短時間でも仮眠をするか休息をとって眠気をさましてから運転をする。,TRUE,設問のとおりです。安全な場所に車を止め、十分休息してから運転しましょう。,
15,1,二輪車に乗るときは、四輪車の運転者から見落とされることがよくあるので、目につきやすい色の服装やヘルメットを着用する。,TRUE,目につきやすい色の服装やヘルメットを着用し、視認性を高めるようにしましょう。視認性を高めることは、自分の身を守ることにつながります。,
16,1,四輪車で同乗者が不用意に開けたドアにより起きた事故は、運転者にも責任がある。,TRUE,四輪車で同乗者が不用意に開けたドアにより起きた事故は、運転者にも責任がある。,
17,1,他の交通に迷惑をかけないようにしたり、危険を与えないように気配りすることは、交通ルールを守ることにつながる。,TRUE,設問のとおりです。交通ルールは、迷惑防止や安全確保を考えて定められています。,
18,1,ごく少量の酒を飲んだが、酔わない自信があったので、慎重に運転した。,FALSE,たとえ少量であっても、酒を飲んで車を運転してはいけません。,
19,1,車を運転する場合は、ただ単に運転ができればよいというものではなく、まわりの歩行者や車の動きに注意し、相手の立場にたって思いやりの気持ちを持つことが必要である。,TRUE,車を運転する場合は、ただ単に運転ができればよいというものではなく、まわりの歩行者や車の動きに注意し、相手の立場にたって思いやりの気持ちを持つことが必要である。,
20,1,やむを得ず携帯電話を使用するときは、車を安全な場所に止めてから使用するようにする。,TRUE,設問のとおりです。走行中に携帯電話を使用してはいけません。,
21,1,幼児を自動車の後部座席に乗せると目がとどかないので、前部座席に乗せるようにしたほうがよい。,FALSE,子どもは安全性の面からも後部座席に乗せた方が良いとされています。補助装置を用いて、後部座席に乗せるようにしましょう。,
22,1,シートベルトは、助手席の同乗者はもちろん後部座席の同乗者にも着用させなければならない。,TRUE,運転者は、やむを得ない理由がある場合を除き、すべての同乗者に対してシートベルトを着用させなければなりません。,
23,1,シートベルトは、多少ねじれていても効果はかわらないので、気にしなくともよい。,FALSE,シートベルトは、ねじれて巻くとかえって危険になります。ねじれがないよう、正しく着用しなければいけません。,
24,1,病気のときや心配ごとがあるときは、運転をひかえるか、体の調子を整えてから運転する。,TRUE,設問のとおりです。運転を控えるか、体調を整えてから運転するようにします。,
25,1,走行中の携帯電話の使用は大変危険なので、運転する前に電源を切るなどして呼び出し音が鳴らないようにしておく。,TRUE,設問のとおり、走行中は、原則として携帯電話を使用してはいけません。,
26,1,自分で酔っていないと思う程度の少量なら、酒を飲んで運転してもよい。,FALSE,たとえ少量であっても、酒を飲んで車を運転してはいけません。,
27,1,運転に自信があれば、車を運転中に携帯電話を使用してもよい。,FALSE,運転中に携帯電話を使用してはいけません。,
28,1,子どもを後部座席に乗せると、子どもにとって非常に危険であるから前の席に乗せ、目のとどくところにおいた方がよい。,FALSE,子どもは安全性の面からも後部座席に乗せた方が良いとされています。,
29,1,交通事故を起こしてしまった場合には、刑事上、行政上、民事上の責任を負わなければならないことになる。,TRUE,設問のとおりです。刑事上、行政上、民事上の三つの責任を負うことになります。,
30,1,子どもを前部座席に乗せることは、危険であるばかりでなく、運転操作の支障にもなるので、後部座席に乗せた方がよい。,TRUE,設問のとおりです。子どもは安全性の面からも後部座席に乗せた方が良いとされています。,
31,2,図のような警察官の手信号に対面する交通は、いずれも同じ意味である。,TRUE,いずれも信号機の赤色の灯火と同じ意味を表あらわします。,Qimage2-1_18-13.png
32,2,信号機の信号が赤色の点滅をしているときは、車は停止位置で必ず一時停止し、安全を確認したあとに進むことができる。,TRUE,赤色の点滅信号のときは、必ず一時停止して、安全を確かめなければなりません。,
33,2,対面する信号が「青色の灯火の矢印」のときは、軽車両だけが矢印の方向に進行することができる。,FALSE,車は青色の矢印方向へ進めますが、右向の矢印のときは、軽車両と二段階右折の原動機付自転車は進めません。,
34,2,対面する信号が図のような右向きの青色の灯火の矢印のとき、自動車は転回してはいけない。,FALSE,右向の青色の灯火の矢印のとき、自動車は右折と転回することができます。,Qimage2-4_2-26_19-23_35-78_36-48.png
35,2,警察官が腕を水平に上げているときは、身体に対面する交通は赤色の灯火の信号と同じ意味である。,TRUE,身体に対面する交通は、赤色の灯火と同じ意味です。身体に平行する交通は、青色の灯火と同じ意味です。,
36,2,交通巡視員が、信号機のある交差点で、信号機の信号と異なる意味の手信号をしたときは、信号機の信号に従がって通行する。,FALSE,交通巡視員が信号機と異なった手信号をしているときは、交通巡視員の手信号に従がいます。,
37,2,図の標示板のある交差点では、信号が黄色や赤色であっても、歩行者などに注意して左折することができる。,TRUE,図の標示板は「左折可」を表わします。信号が赤色や黄色でも、左折することができます。,Qimage2-7_2-18.png
38,2,交差点で警察官が「止まれ」の手信号をしていたので、警察官の１メートル手前で停止した。,FALSE,設問の場合は、停止線があればその直前、停止線がないところでは、交差点の直前で停止しなければなりません。,
39,2,交差点以の場所で横断歩道や自転車横断帯も踏切もないところに信号機があるときの停止位置は、信号機の直前で停止する。,TRUE,設問のとおりです。信号機の直前（信号が見える位置）で停止しなければなりません。,
40,2,車を運転して交差点に近づいたとき、対面する警察官が横に水平に上げていた両腕を垂直に上げる手信号をしたので、交差点の直前で停止した。,TRUE,警察官の手信号は、対面する方向は赤色、平行する方向は黄色の灯火と同じ意味です。,
41,2,黄色の信号の灯火のときは、歩行者、車や路面電車は、原則として停止位置から先に進んではいけない。,TRUE,黄色の灯火信号のときは、停止位置から先に進んでは行けません。停止位置に近づいていて、安全に停止できないときだけ進行できます。,
42,2,交差点以外で、横断歩道などがないところに信号機があるときの停止位置は、信号機の１メートル手前である。,FALSE,設問の場合の停止位置は、信号機の直前（信号の見える位置）です。警察官等の場合が１メートル手前です。,
43,2,正面の信号が赤色の点滅を表示しているときは、他の交通に注意すれば徐行して交差点に入ることができる。,FALSE,一時停止して安全を確かめます。,
44,2,図の警察官の手信号で、警察官の身体に対面する交通に対しては、黄色の灯火信号と同じ意味である。,FALSE,警察官の身体に対面する交通は、赤色の灯火信号と同じ意味を表します。,Qimage2-14.png
45,2,道路の左端や信号機に左折可の標示板のある交差点では横断中の歩行者に優先して左折ができる。,FALSE,信号機の信号に従って進行している歩行者、自転車、その他の車の通行を妨げてはいけません。,
46,2,信号が赤の点滅を示しているとき、車は一時停止して安全を確認したあとに進むことができる。,TRUE,信号が赤色の点滅のときは、必ず一時停止し、安全を確かめてから進行します。,
47,2,信号が赤の点滅を示しているとき、車は一時停止して安全を確認したあとに進むことができる。,FALSE,正面と背面に対面する車は、赤信号と同じ意味なので、直進はもちろん右折や左折もできません。,
48,2,図の標示板のある交差点では、信号が黄色や赤色であっても、歩行者などに注意して左折することができる。,TRUE,図の標示板は「左折可」を表します。信号が赤色や黄色でも、左折することができます。,Qimage2-7_2-18.png
49,2,正面の信号が赤色の点滅を表示しているときは、他の交通に注意すれば徐行して交差点に入ることができる。,FALSE,一時停止して安全を確かめます。,
50,2,交差点内を通行中、前方の信号が黄色に変わったときは、車はその場所で停止しなければならない。,FALSE,設問の場合、交差点内で停止してしまうと、他の交通を妨害することになるので、そのまま進むことができます。,
51,2,交差点で警察官が両腕を水平に上げているとき、警察官に平行する方向の交通は、信号機の赤色の灯火と同じ意味である。,FALSE,平行する方向は青色、対面する方向は赤色の灯火と同じ意味です。,
52,2,警察官などが信号機の信号と違った手信号をした場合は、信号機の信号に従うようにする。,FALSE,信号機と異なった手信号をしているときは、警察官などの手信号に従います。,
53,2,警察官などの手信号と信号機の信号が違っているときは、信号機の信号に従う。,FALSE,信号機と異なった手信号をしているときは、警察官などの手信号に従います。,
54,2,交差点内を通行していて、前方の信号が黄色の灯火に変わったときは、車はその場で停止しなければならない。,FALSE,設問の場合、交差点内で停止してしまうと、他の交通を妨害することになるので、そのまま進むことができます。,
55,2,交差点以外で、横断歩道などがないところに信号機があるときの停止位置は、信号機の１メートル手前である。,FALSE,設問の場合の停止位置は、信号機の直前（信号の見える位置）です。警察官等の場合が１メートル手前です。,
56,2,図の信号のあるところでは、自動車、原動機付自転車、軽車両は右折することができる。,FALSE,二段階右折する原動機付自転車と軽車両は右折することができません。,Qimage2-4_2-26_19-23_35-78_36-48.png
57,2,信号機は横の信号が赤の場合、前方の信号は必ず青なので横の信号を見て進むとよい。,FALSE,横の信号が赤でも正面の信号が青にならない場合があります。正面の信号を見て行動しましょう。,
58,2,信号機の青色の灯火信号は「進め」の命令なので、前方の交通に関係なくすぐに発進しなければならない。,FALSE,青信号は「進め」の命令ではありません。「進むことができる」という意味です。渋滞などで交差点内に止まるおそれがある場合は、進んではいけません。,
59,2,図の信号のときは、自動車は直進と左折をすることができるが、右折するときは、右向きの青矢印が出るまで交差点の手前の停止位置で停止していなければならない。,TRUE,設問のとおりです。右の矢印信号が出るまで、停止していなければなりません。,Qimage2-29.png
60,2,警察官が腕を垂直に上げているときは、警察官の正面に対面する交通は停止して、他の交通は注意して進むことができる。×,FALSE,警察官に平行する交通に対しては、黄色の灯火信号と同じ意味です。,
61,3,図の標識は、「転回禁止」を示したものである。,FALSE,「車両横断禁止」を表す規制標識です。車は横断してはいけません。,Qimage3-1_10-7_15-43_16-6_18-34.png
62,3,図の標識は、横風でハンドルをとられやすいところであることを表している。,FALSE,この標識は「すべりやすい」の標識で、この先の道路がすべりやすいので警戒を促しています。,Qimage3-2_17-42_19-28.png
63,3,図の標識は、「矢印の方向への一方通行」を意味する。,FALSE,この標識は、「指定方向外進行禁止」を示す標識です。,Qimage3-3_3-19_16-4.png
64,3,図の標識がある交差点では、大型貨物自動車、特定中型貨物自動車、大型特殊自動車以外の車は、標識に関係なく直進や右左折をすることができる。,TRUE,設問のとおりです。補助標識の「大貨等」とは、大型貨物自動車と特定中型貨物自動車、大型特殊自動車のことを示します。それ以外の車は、標識に関係なく直進や右左折をすることができます。,Qimage3-4_16-8.png
65,3,交通が混雑しているため警察官が通行方法を命じることがあるが、交通規則を守っていれば警察官の指示に従う必要はない。,FALSE,警察官は、混雑緩和のため必要な指示をすることがあるので、その指示には従って通行しなければなりません。,
66,3,図の標識は、この先に逆Ｙ字型交差点があることを表している。,FALSE,この標識は、合流交通があることを表します。,Qimage3-6.png
67,3,図の標識は、軽車両以外の車は通行止めを意味するものである。,FALSE,「二輪の自動車以外の自動車通行止め」を表す標識です。自動二輪車、原動機付自転車、軽車両は通行できます。,Qimage3-7_3-11_3-27_19-3.png
68,3,図の標示は、この中に車を乗り入れてはならないことを表している。,TRUE,設問のとおりです。この標示は、「立入禁止部分」を表し、車はこの標示の中に入ってはいけません。,Qimage3-8_17-38.png
69,3,図の標識は、トンネルや切り通しなどの出口に見られ、横風のためハンドルがとられやすいから注意することを表している。,TRUE,設問のとおりです。「横風注意」の標識です。横風のためハンドルがとられやすいので注意を促しています。,Qimage3-9.png
70,3,この標識は、「車両進入禁止」を表している。,TRUE,設問のとおりです。「車両進入禁止」を表し、一方通行の出口などに設けられ、車は標識の方向からは進入することができません。,Qimage3-10_3-12_3-14_15-48.png
71,3,図の標識は、「二輪の自動車以外の自動車通行止め」を表している。,TRUE,設問のとおりです。二輪の自動車と原動機付自転車は通行できます。,Qimage3-7_3-11_3-27_19-3.png
72,3,この標識は、「車両進入禁止」を表している。,TRUE,設問のとおりです。「車両進入禁止」を表し、一方通行の出口などに設けられ、車は標識の方向からは進入することができません。,Qimage3-10_3-12_3-14_15-48.png
73,3,図のような標示があるときは、その前方に交差点があることを示している。,FALSE,この標示は、「前方に横断歩道または自転車横断帯あり」を示しています。,Qimage3-13_3-17_17-22.png
74,3,この標識は、「車両通行止め」であり、自動車は通行できないという意味を表している。,FALSE,この標識は、「車両進入禁止」です。一方通行の出口などに設けられ、車は標識の方向から進入することができません。,Qimage3-10_3-12_3-14_15-48.png
75,3,本標識には、規制標識、指示標識、警戒標識、案内標識および補助標識の５種類がある。,FALSE,本標識は４種類あります。補助標識は本標識の部類には含まれず、本標識の意味を補足するものです。,
76,3,図の標識は、自動二輪車の通行は禁止されているが、原動機付自転車であれば通行できる。,FALSE,図の標識は、「二輪の自動車、原動機付自転車通行止め」を表し、二輪の自動車と原動機付自転車は通行できません。,Qimage3-16.png
77,3,この標示は、前方に横断歩道か自転車横断帯があることを示している。,TRUE,横断歩道か自転車横断帯があることを示す標示で、運転者に注意を促しています。,Qimage3-13_3-17_17-22.png
78,3,図の標識は、車線数の減少を予告しているので、最も左側の車線を進行中の車は、右側車線に移る準備をする。,TRUE,「車線数減少」の警戒標識です。左側の車線を走行している車は、早めに右側の車線に進路を変えましょう。,Qimage3-18.png
79,3,図の標識は、「矢印の方向への一方通行」を意味する。,FALSE,この標識は、「指定方向外進行禁止」を示す標識です。,Qimage3-3_3-19_16-4.png
80,3,図の標示は、「普通自転車の交差点進入禁止」を表している。,TRUE,設問のとおりです。「普通自転車の交差点進入禁止」を示す標示で、普通自転車が交差点に進入してはならないことを表します。,Qimage3-20_16-11.png
81,3,図の標識は、「追越しのため右側部分はみ出し通行禁止」区間の「終わり」を表している。,FALSE,図の標識は、「追越しのため右側部分はみ出し通行禁止」区間の「始まり」を表しています。,Qimage3-21.png
82,3,図の標識は、「自転車通行止め」を表したものである。,TRUE,設問のとおりです。自転車の通行はできません。,Qimage3-22.png
83,3,この標識は、積荷や人を含めた車両全体の重さが５.５トンを超える車の通行ができないことを意味している。,TRUE,設問のとおりです。車両総重量が５.５トンを超える車は通行できないことを意味しています。,Qimage3-23.png
84,3,図の標示は、交差点での右折の通行方法を示している。,TRUE,設問のとおりです。この標示のある交差点は矢印に沿って右折をしなければなりません。,Qimage3-24.png
85,3,図の標識は中央線を示しているが、中央線は必ず道路の中央に引かれてあるとは限らない。,TRUE,設問のとおりです。中央線は時間帯や道路工事などで移動することがあります。,Qimage3-25_15-16.png
86,3,図の標識は、この先の道路が「二方向交通」になっていることを表している。,TRUE,設問のとおりです。この標識は、「二方向交通」を表し、反対方向からも車がくる対面通行になっています。,Qimage3-26.png
87,3,図の標識のある道路では、普通乗用自動車だけの通行を禁止している。,FALSE,「二輪の自動車以外の自動車通行止め」の標識で、二輪の自動車（大型自動二輪車や普通自動二輪車など）は通行できますが、その他の自動車は通行できません。,Qimage3-7_3-11_3-27_19-3.png
88,3,図の標識は、大型貨物自動車と特定中型貨物自動車は通行できないが、大型特殊自動車は通行できることを表している。,FALSE,「大型貨物自動車等通行止め」を表します。大型貨物自動車と特定中型貨物自動車に加え、大型特殊自動車も通行できません。,Qimage3-28_15-36_15-38_15-50_16-21_17-32_19-9_35-90_36-57.png
89,3,図の標識は、前方に何かその他の危険があることを表している。,TRUE,「その他の危険」を表す標識で、前方に何かその他の危険があることを表しています。,Qimage3-29.png
90,3,道路の左端を進行中、図のような標識のあるところにさしかかったときは、道幅が狭くなることを表すものであるから、後方からの車に十分注意しなければならない。,TRUE,図は、「幅員減少」の警戒標識であり、接触事故が起きないように注意しましょう。,Qimage3-30_18-21.png
91,4,歩行者用道路では、通行が許可された車以外であっても、歩行者に注意して徐行すれば通行してもよい。,FALSE,歩行者用道路は、通行を許可された車以外は通行してはいけません。,
92,4,この標識のあるところでは、自転車以外の車は通行できない。,TRUE,「自転車及び歩行者専用」の標識であり、普通自転車と歩行者以外は通行できません。,Qimage4-2.png
93,4,道路に面した車庫に入るため歩道を横切るときは、その直前で一時停止しなければならない。,TRUE,歩道を横切る場合はその直前で一時停止して歩行者の通行を妨げてはいけません。,
94,4,四輪車は、歩道や路側帯のない道路では、路端から０.５メートルの部分にはみ出して通行してはいけない。,TRUE,四輪車は路肩（路端から０.５メートルの部分）の通行が禁止されています。,
95,4,車は、歩道や路側帯と車道の区別のある道路では、車道を通行しなければならない。,TRUE,車は、車道を通行しなければなりません。,
96,4,車両通行帯のある道路では、追い越しなどやむを得ない場合のほかは、車両通行帯からはみ出したり、二つの車両通行帯にまたがったりして通行してはならない。,TRUE,追い越しなどでやむを得ない場合以外は、車両通行帯からはみ出したり、車両通行帯をまたがったりして通行してはいけません。,
97,4,図の標識のある場所は、車両のみ通行が禁止されており、歩行者は通行することができる。,TRUE,車両通行止めの標識であり、歩行者は通行できます。,Qimage4-7_16-32_18-29_19-40_35-29_36-76.png
98,4,同一方向に二つの車両通行帯があり、交通量が少ないときは、どちらの通行帯でも自由に通れる。,FALSE,二つの車両通行帯のある道路では交通量に関係なく左側の通行帯を通行し、中央寄りは、右折や追い越しのためあけておきます。,
99,4,車両通行帯のない道路では、追い越しなどでやむを得ない場合のほかは、自動車は道路の左側に寄って通行しなければならない。,TRUE,車は車両通行帯のない道路では、左側に寄って通行します。,
100,4,左側部分の幅が６メートル未満の見通しのよい道路で、他の車を追い越すときは、中央から右側にはみ出して通行することができる。,TRUE,設問のとおりです。道路の左側部分の幅が６メートル未満の見通しのよい道路で、他の車を追い越すときは、右側部分にはみ出して通行することができます。,
101,5,交通が混雑していて、路線バスなどが近づいてきても優先通行帯から出られなくなるおそれがあるときは、普通自動車は初めからその通行帯を通行してはならない。,TRUE,設問のとおりです。交通が混雑していて、路線バスなどが近づいてきたときに優先通行帯から出られなくなるおそれがある場合は、初めからその通行帯を通行してはいけません。,
102,5,近くに交差点がない一方通行の道路で、緊急自動車が近づいてきた場合は、必ず道路の左側に寄り、進路を譲らなければならない。,FALSE,近くに交差点のない一方通行の道路で、左側に寄るとかえって緊急自動車の妨げになるときは、右側に寄って進路を譲ります。,
103,5,停留所に止まっていた路線バスが発進の合図をしていたが、まだ発進しなかったのでその側方を通過した。,FALSE,停留所で路線バスが発進の合図をしているときは、後車はその発進を妨げてはいけません。,
104,5,右左折する場合や道路工事などでやむを得ないときは、路線バスなどの専用通行帯に入ってもよい。,TRUE,設問のとおりです。路線バスなどの専用通行帯であっても、右左折する場合や道路工事などでやむを得ないときは、通行することができます。,
105,5,交差点付近を走行中、緊急自動車が近づいて来たので、交差点をさけ左側に寄って徐行して進路を譲った。,FALSE,交差点付近を走行中、緊急自動車が近づいて来たので、交差点をさけ左側に寄って徐行して進路を譲った。,
106,5,図の標識がある通行帯は、路線バスなど以外の自動車も通行することができるが、路線バスなどが近づいてきたときは、すみやかにそこから出なければならない。,TRUE,路線バスなどの優先通行帯は、指定された以外の車も通行することができますが、路線バスなどが接近してきたら、そこから出なければなりません。,Qimage5-6.png
107,5,交差点やその付近で緊急自動車が近づいてきたときは、交差点をさけて一時停止しなければならないが、近くに交差点のない道路では、左に寄って進路を譲ればよい。,TRUE,設問のとおりです。交差点やその付近以外のところでは、一時停止する必要はありません。,
108,5,設問のとおりです。バス専用通行帯であっても、右左折する場合や道路工事でなどでやむを得ない場合は、通行することができます。,TRUE,バス専用通行帯は普通車、大型車などは通行してはならないが、右左折する場合は通行してもよい。,
109,5,交差点の中で後方から緊急自動車が接近してきたことを知ったときは、直ちにその場に停止しなければならない。,FALSE,交差点の中で後方から緊急自動車が接近してきたときは、まず交差点から出なければなりません。その後、左側に寄って一時停止する必要があります。,
110,5,交差点またはその付近以外のところで緊急自動車が接近してきたときは、道路の左側に寄って一時停止しなければならない。,FALSE,設問の場合は、必ずしも一時停止する必要はなく、道路の左側に寄って進路を譲ります。,
111,6,交差点において、交差道路へ入ろうとする場合、交差道路が優先道路であるときは、必ず一時停止しなければならない。,FALSE,優先道路へ入るときは、徐行して交差する道路を通行する車の進行を妨げないようにします。必ずしも、一時停止する必要はありません。,
112,6,車両通行帯のある道路で、指定された区分に従って通行しているときに緊急自動車が近づいてきても、そのまま進行してもよい。,FALSE,緊急自動車に進路を譲るときは、指定区分から離れてでも進路を譲り、緊急自動車が通過してから指定区分へ戻ります。,
113,6,踏切の手前で一時停止して列車がこないことを確かめれば、踏切の向こう側の交通状況に関係なく踏切に入ってもかまわない。,FALSE,踏切の向こう側が混雑しているときは入ってはいけません。,
114,6,図のような交通整理の行われていない道幅が違う交差点では、普通自動車は路面電車に進路を譲らなければならない。,FALSE,設問の場合は、道幅の広い道路を通行する普通自動車が優先です。路面電車は、普通自動車に進路を譲らなければなりません。,Qimage6-4_16-10.png
115,6,交差点で右折する場合、自分の車が先に交差点に入っていても、反対方向からの直進車や左折車の通行を妨げてはならない。,TRUE,設問のとおりです。反対方向からの直進車や左折車の通行を妨げてはいけません。,
